"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary",
"Cases","","","Yazdani-Beioky v. Sharifan","https://www.westlaw.com/Document/If32409b04ee611e89868e3d0ed3e7ebe/View/FullText.html?listSource=Search&list=CASE&rank=41&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (14th Dist.).","May 03, 2018","550 S.W.3d 808","","2018 WL 2050450","14-15-00702-CV","BUSINESS ORGANIZATIONS - Partnerships. Agreement that one partner would buy the other partner's interest existed even if parties did not agree on settling of what one partner owed.",
"Cases","","","Badalich v. First National Bank of Winnsboro","https://www.westlaw.com/Document/Ifc545bd0ca7911e7929ecf6e705a87cd/View/FullText.html?listSource=Search&list=CASE&rank=42&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Tyler.","November 15, 2017","550 S.W.3d 676","","2017 WL 5477354","12-16-00258-CV","BANKRUPTCY - Discharge. Refinance agreement signed while debtor was subject to bankruptcy proceedings was rendered unenforceable by debtor's voluntary dismissal of proceeding.",
"Cases","","","Gutierrez v. Stewart Title Company","https://www.westlaw.com/Document/I4ba4f7e04ee511e8ab5389d3771bc525/View/FullText.html?listSource=Search&list=CASE&rank=43&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (14th Dist.).","May 03, 2018","550 S.W.3d 304","","2018 WL 2050407","14-17-00244-CV, 14-17-00245-CV","ESTATE PLANNING AND PROBATE - Wills. Provision of will leaving real properties to testator's sons created a life estate interest for sons.",
"Cases","","","ReadyOne Industries, Inc. v. Lopez","https://www.westlaw.com/Document/I7c773d2048e511e888d5f23feb60b681/View/FullText.html?listSource=Search&list=CASE&rank=44&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, El Paso.","April 25, 2018","551 S.W.3d 305","","2018 WL 1940823","08-15-00157-CV","LABOR AND EMPLOYMENT - Arbitration. Employee did not establish that arbitration agreement was procedurally unconscionable.",
"Cases","","","Barron, Stark & Swift Consulting Engineers, LP v. First Baptist Church, Vidor","https://www.westlaw.com/Document/Ide31eb8059e011e8a6608077647c238b/View/FullText.html?listSource=Search&list=CASE&rank=45&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Beaumont.","May 17, 2018","551 S.W.3d 320","","2018 WL 2246571","09-17-00470-CV","LITIGATION - Pleading. Church was not entitled to the 30-day statutory extension of time to file certificates of merit, in action for damages against general contractor.",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I565c7fe05f5d11e89868e3d0ed3e7ebe&rank=46&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Hong v. Havey","https://www.westlaw.com/Document/I565c7fe05f5d11e89868e3d0ed3e7ebe/View/FullText.html?listSource=Search&list=CASE&rank=46&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (14th Dist.).","May 24, 2018","551 S.W.3d 875","","2018 WL 2348413","14-16-00949-CV","BUSINESS ORGANIZATIONS - Piercing Corporate Veil. Evidence was insufficient to render corporation's owner liable to real estate broker for unpaid commission under exclusive listing agreement.",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I8fbc3b90546811e89034f60e1699ddbe&rank=47&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Texas Municipal League Intergovernmental Risk Pool v. City of Abilene","https://www.westlaw.com/Document/I8fbc3b90546811e89034f60e1699ddbe/View/FullText.html?listSource=Search&list=CASE&rank=47&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Eastland.","May 10, 2018","551 S.W.3d 337","","2018 WL 2142753","11-17-00253-CV","INSURANCE - Arbitration and Appraisal. City's request to invoke appraisal provision did not constitute request for equitable remedy of specific performance.",
"Cases","","","Leonard v. Knight","https://www.westlaw.com/Document/Ied9a461064e111e8a6608077647c238b/View/FullText.html?listSource=Search&list=CASE&rank=48&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (14th Dist.).","May 31, 2018","551 S.W.3d 905","","2018 WL 2436358","14-16-00932-CV","LITIGATION - Settlements. Creditor's failure to dismiss prior lawsuit with prejudice was not a material breach of settlement agreement with debtor.",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I02c5ea10fea611e6b28da5a53aeba485&rank=49&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","City of San Antonio v. Hays Street Bridge Restoration Group","https://www.westlaw.com/Document/I02c5ea10fea611e6b28da5a53aeba485/View/FullText.html?listSource=Search&list=CASE&rank=49&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, San Antonio.","March 01, 2017","551 S.W.3d 755","","2017 WL 776112","04–14–00886–CV","GOVERNMENT - Immunity. City's immunity from suit for specific performance was not waived under statute governing claims arising under contract with city.",
"Cases","","","Black v. Diamond Offshore Drilling, Inc.","https://www.westlaw.com/Document/If22e38a0585511e8a6608077647c238b/View/FullText.html?listSource=Search&list=CASE&rank=50&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (14th Dist.).","May 15, 2018","551 S.W.3d 346","","2018 WL 2208205","14-17-00011-CV","LITIGATION - Estoppel. Direct-benefit estoppel did not estop employee's personal injury claims against non-signatories of employment contract with a forum-selection clause.",
"Cases","","","Reeves v. Harbor America Central, Inc.","https://www.westlaw.com/Document/I5ca8c8506a6011e89868e3d0ed3e7ebe/View/FullText.html?listSource=Search&list=CASE&rank=51&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (14th Dist.).","June 07, 2018","552 S.W.3d 389","","2018 WL 2727848","14-17-00518-CV","LITIGATION - SLAPP Suits. Trial court improperly denied a motion to dismiss under the Texas Citizens' Participation Act without considering the merits.",
"Cases","","","In re State Farm Mutual Automobile Insurance Company","https://www.westlaw.com/Document/Iae405300538f11e89868e3d0ed3e7ebe/View/FullText.html?listSource=Search&list=CASE&rank=52&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, San Antonio.","May 09, 2018","553 S.W.3d 557","","2018 WL 2121354","04-18-00018-CV","INSURANCE - Automobile. Mandamus was warranted for trial court's denial of abatement of extra-contractual claims pending resolution of underinsured motorist contract claim.",
"Cases","","","Weinberg v. Baharav","https://www.westlaw.com/Document/I33d974e06e6d11e88a14e1fba2b51c53/View/FullText.html?listSource=Search&list=CASE&rank=53&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (14th Dist.).","June 12, 2018","553 S.W.3d 131","","2018 WL 2926188","14-17-00023-CV","COMMERCIAL LAW - Contracts. Threat of criminal prosecution to pressure someone to execute a contract may constitute duress sufficient to void resulting agreement.",
"Cases","","","Novoa v. Viramontes","https://www.westlaw.com/Document/I81f7cf504a5f11e89d97ba661a8e31a6/View/FullText.html?listSource=Search&list=CASE&rank=54&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, El Paso.","April 27, 2018","553 S.W.3d 45","","2018 WL 1979205","08-14-00294-CV","LEGAL SERVICES - Arbitration. Former employee's claims against employer were not voluntarily non-suited or abandoned upon filing a motion to dismiss with arbitrator.",
"Cases","","","Gonzalez v. Janssen","https://www.westlaw.com/Document/I34832d30640b11e88a14e1fba2b51c53/View/FullText.html?listSource=Search&list=CASE&rank=55&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, San Antonio.","May 30, 2018","553 S.W.3d 633","","2018 WL 2418473","04-17-00347-CV","REAL PROPERTY - Deeds. Deeds showed that grantor conveyed all of his interest in real property.",
"Cases","","","Hogg v. Lynch, Chappell & Alsup, P.C.","https://www.westlaw.com/Document/I49db0a704fef11e88a14e1fba2b51c53/View/FullText.html?listSource=Search&list=CASE&rank=56&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, El Paso.","May 04, 2018","553 S.W.3d 55","","2018 WL 2077668","08-16-00305-CV","LEGAL SERVICES - Sanctions. Exclusion of evidence of client's conversations with attorneys was warranted for client's noncompliance with order to produce conversation recordings.",
"Cases","","","Collin County v. City of McKinney","https://www.westlaw.com/Document/Ic38d4d2054a311e89868e3d0ed3e7ebe/View/FullText.html?listSource=Search&list=CASE&rank=57&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Dallas.","May 10, 2018","553 S.W.3d 79","","2018 WL 2147926","05–17–00546–CV","REAL PROPERTY - Zoning and Planning. Landowner was required to obtain plat approval by city in city's extraterritorial jurisdiction by terms of agreement between city and county.",
"Cases","","","Loncar v. Progressive County Mutual Insurance Company","https://www.westlaw.com/Document/I63e369c05fa911e89868e3d0ed3e7ebe/View/FullText.html?listSource=Search&list=CASE&rank=58&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Dallas.","May 24, 2018","553 S.W.3d 586","","2018 WL 2355205","05–16–00530–CV","INSURANCE - Automobile. Phrase legally entitled to recover in UM coverage allowed for collection only if city fire truck driver was not protected by official immunity.",
"Cases","","","McRay v. Dow Golub Remels & Beverly, LLP","https://www.westlaw.com/Document/Ia5f0b0b0496111e89d46ed79fb792237/View/FullText.html?listSource=Search&list=CASE&rank=59&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (1st Dist.).","April 26, 2018","554 S.W.3d 702","","2018 WL 1954206","01-17-00149-CV","LEGAL SERVICES  Attorney Fees. Summary judgment evidence did not conclusively establish amount of unpaid attorney fees owed, precluding grant of summary judgment in action for fees.",
"Cases","","","Medical Imaging Solutions Group, Inc. of Texas v. Westlake Surgical, LP","https://www.westlaw.com/Document/Idba03ae0538f11e89034f60e1699ddbe/View/FullText.html?listSource=Search&list=CASE&rank=60&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, San Antonio.","May 09, 2018","554 S.W.3d 152","","2018 WL 2121359","04-17-00285-CV","COMMERCIAL LAW  Contracts. Evidence supported submission of question to jury asking if hospital's failure to comply with contract with supplier was excused by repudiation.",
"Cases","","","TEC Olmos, LLC v. ConocoPhillips Company","https://www.westlaw.com/Document/I2646166064f611e89034f60e1699ddbe/View/FullText.html?listSource=Search&list=CASE&rank=61&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (1st Dist.).","May 31, 2018","555 S.W.3d 176","","2018 WL 2437449","01-16-00579-CV","REAL PROPERTY  Mineral Rights and Interests. Catch-all provision in force majeure clause in farmout agreement did not include foreseeable events.",
"Cases","","","U.S. KingKing, LLC v. Precision Energy Services, Inc.","https://www.westlaw.com/Document/I417a7b8068dc11e89868e3d0ed3e7ebe/View/FullText.html?listSource=Search&list=CASE&rank=62&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (1st Dist.).","June 05, 2018","555 S.W.3d 200","","2018 WL 2638648","01–17–00215–CV","BUSINESS ORGANIZATIONS  Piercing Corporate Veil. Factual issues as to if member of oil equipment supplier's customer, a limited-liability company, was customer's alter ego precluded summary judgment.",
"Cases","","","Leteff v. Roberts","https://www.westlaw.com/Document/Ic4f971705dd111e89868e3d0ed3e7ebe/View/FullText.html?listSource=Search&list=CASE&rank=63&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (1st Dist.).","May 22, 2018","555 S.W.3d 133","","2018 WL 2305543","01-17-00398-CV","COMMERCIAL LAW  Usury. Lender was liable for usury damages on loans that borrower did not repay, even if lender did not receive any usurious interest on loans.",
"Cases","","","Ferrara v. Nutt","https://www.westlaw.com/Document/I3ff1d6b0757411e8b29df1bcacd7c41c/View/FullText.html?listSource=Search&list=CASE&rank=64&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Court of Appeals of Texas, Houston (1st Dist.).","June 21, 2018","555 S.W.3d 227","","2018 WL 3059784","01-17-00084-CV","REAL PROPERTY  Title. Alleged purchaser did not establish superior equity to support suit for quiet title since he did not establish that he paid earnest money.",
